scenario,n_A,n_B,replicate,seed,method,configuration,N,error,train_tolerance,test_tolerance,passes_reestimated,passes_frozen,passes_fixed,population_error,population_pass
null,20,20,4,9302004,Fixed-budget adaptive,raw,40,0.0,2.32579201814179,1.9387567182209324,True,True,True,0.6680786336865283,False
null,20,20,4,9302004,Means,means,2,0.6271966865933679,2.32579201814179,1.9387567182209324,True,True,False,0.04130444621251514,True
null,20,20,4,9302004,Five-number,five_number,10,0.6875339947095251,2.32579201814179,1.9387567182209324,True,True,False,0.3647616458982773,False
null,20,20,4,9302004,Raw,raw,40,0.0,2.32579201814179,1.9387567182209324,True,True,True,0.6680786336865283,False
null,20,20,4,9302004,8-bin,bins_8,18,0.416399848945712,2.32579201814179,1.9387567182209324,True,True,False,0.5132061850010636,False
null,20,20,4,9302004,8-grid density,density_8,18,0.3694015464077409,2.32579201814179,1.9387567182209324,True,True,False,0.5462664117638476,False
null,20,20,5,9302005,Adaptive,means,2,0.3456509183870611,1.7183179005851523,1.3364230195248072,True,True,False,0.05820908863730942,True
null,20,20,5,9302005,Fixed-budget adaptive,raw,40,0.0,1.7183179005851523,1.3364230195248072,True,True,True,0.333951339043588,False
null,20,20,5,9302005,Means,means,2,0.3456509183870611,1.7183179005851523,1.3364230195248072,True,True,False,0.05820908863730942,True
null,20,20,5,9302005,Five-number,five_number,10,0.5387696284336514,1.7183179005851523,1.3364230195248072,True,True,False,0.7628467592840054,False
