key,representation,configuration,N,error
Parkinsons__16,Density,density_32,66,0.04544623161199024
Parkinsons__16,Density,density_64,130,0.04464795707260638
Parkinsons__16,Density,density_128,258,0.04445794727825414
Parkinsons__16,Density,density_256,514,0.04441065590646459
Parkinsons__17,Means,means,2,0.02747410326086941
Parkinsons__17,Five-number,five_number,10,0.021162630434782614
Parkinsons__17,Observations,raw,32,0.0
Parkinsons__17,Binned,bins_4,10,0.024172357142857148
Parkinsons__17,Binned,bins_8,18,0.019053154347826062
Parkinsons__17,Binned,bins_16,34,0.033366812499999954
Parkinsons__17,Binned,bins_32,66,0.03530699999999998
Parkinsons__17,Binned,bins_64,130,0.03530699999999998
Parkinsons__17,Density,density_8,18,0.03080134036335569
Parkinsons__17,Density,density_16,34,0.024551204571913954
Parkinsons__17,Density,density_32,66,0.02477899122201277
Parkinsons__17,Density,density_64,130,0.02499152428118745
Parkinsons__17,Density,density_128,258,0.024917868817808664
Parkinsons__17,Density,density_256,514,0.02494738905204208
Parkinsons__18,Means,means,2,0.5969473541666646
Parkinsons__18,Five-number,five_number,10,0.546425717391303
Parkinsons__18,Observations,raw,32,0.0
Parkinsons__18,Binned,bins_4,10,0.4914581141304364
Parkinsons__18,Binned,bins_8,18,0.46174921195652185
Parkinsons__18,Binned,bins_16,34,0.37191930570652154
Parkinsons__18,Binned,bins_32,66,0.27232527921195704
Parkinsons__18,Binned,bins_64,130,0.2995220078125005
Parkinsons__18,Density,density_8,18,0.2791542109205851
Parkinsons__18,Density,density_16,34,0.2750238476562714
Parkinsons__18,Density,density_32,66,0.24233437057605922
Parkinsons__18,Density,density_64,130,0.24235664484590647
Parkinsons__18,Density,density_128,258,0.24190014490589817
Parkinsons__18,Density,density_256,514,0.2416384138262213
Parkinsons__19,Means,means,2,0.0379418786231884
Parkinsons__19,Five-number,five_number,10,0.023951175000000005
Parkinsons__19,Observations,raw,32,0.0
Parkinsons__19,Binned,bins_4,10,0.03275073214285712
Parkinsons__19,Binned,bins_8,18,0.035432312499999924
Parkinsons__19,Binned,bins_16,34,0.05379587499999994
Parkinsons__19,Binned,bins_32,66,0.05379587499999994
Parkinsons__19,Binned,bins_64,130,0.04920498437499998
Parkinsons__19,Density,density_8,18,0.03299401838661911
Parkinsons__19,Density,density_16,34,0.0341063819390231
Parkinsons__19,Density,density_32,66,0.031278483277637076
Parkinsons__19,Density,density_64,130,0.030818412855041888
Parkinsons__19,Density,density_128,258,0.030641821365981203
Parkinsons__19,Density,density_256,514,0.030615798099677155
Parkinsons__20,Means,means,2,0.25211546249999994
Parkinsons__20,Five-number,five_number,10,0.1406740869565215
Parkinsons__20,Observations,raw,32,0.0
Parkinsons__20,Binned,bins_4,10,0.16350327500000006
Parkinsons__20,Binned,bins_8,18,0.20095642499999933
Parkinsons__20,Binned,bins_16,34,0.14653368749999984
Parkinsons__20,Binned,bins_32,66,0.14895958333333192
Parkinsons__20,Binned,bins_64,130,0.16456506249999858
Parkinsons__20,Density,density_8,18,0.25867734530571473
Parkinsons__20,Density,density_16,34,0.151189288149578
Parkinsons__20,Density,density_32,66,0.15527521640353692
Parkinsons__20,Density,density_64,130,0.1573035315384259
Parkinsons__20,Density,density_128,258,0.1568525071570943
Parkinsons__20,Density,density_256,514,0.1567699263445952
Parkinsons__21,Means,means,2,0.0750795018115942
Parkinsons__21,Five-number,five_number,10,0.026268824999999968
Parkinsons__21,Observations,raw,32,0.0
Parkinsons__21,Binned,bins_4,10,0.04115320652173912
Parkinsons__21,Binned,bins_8,18,0.028027065217391303
Parkinsons__21,Binned,bins_16,34,0.03661640624999998
Parkinsons__21,Binned,bins_32,66,0.031260914062500006
Parkinsons__21,Binned,bins_64,130,0.03403896484375002
Parkinsons__21,Density,density_8,18,0.04245140058981106
Parkinsons__21,Density,density_16,34,0.024256864422157687
Parkinsons__21,Density,density_32,66,0.022662694273635486
Parkinsons__21,Density,density_64,130,0.022757595719960694
Parkinsons__21,Density,density_128,258,0.022546336182889593
Parkinsons__21,Density,density_256,514,0.022549230068329595
Retinopathy__00,Means,means,2,12.513920514112378
Retinopathy__00,Five-number,five_number,10,19.543599257885006
Retinopathy__00,Observations,raw,1151,0.0
Retinopathy__00,Binned,bins_4,10,8.394604941850034
Retinopathy__00,Binned,bins_8,18,4.19278102223349
Retinopathy__00,Binned,bins_16,34,2.972400102459048
Retinopathy__00,Binned,bins_32,66,2.9184757714561442
Retinopathy__00,Binned,bins_64,130,1.8575574661439624
Retinopathy__00,Density,density_8,18,12.973401482934577
Retinopathy__00,Density,density_16,34,4.200106810434885
Retinopathy__00,Density,density_32,66,3.2558179784885297
Retinopathy__00,Density,density_64,130,3.061016009017006
Retinopathy__00,Density,density_128,258,2.98578733853018
Retinopathy__00,Density,density_256,514,2.976386608535563
Retinopathy__01,Means,means,2,9.140616475722855
Retinopathy__01,Five-number,five_number,10,9.409836065573785
Retinopathy__01,Observations,raw,1151,0.0
Retinopathy__01,Binned,bins_4,10,6.528177981237942
Retinopathy__01,Binned,bins_8,18,4.296269258132067
Retinopathy__01,Binned,bins_16,34,2.2223466673936443
Retinopathy__01,Binned,bins_32,66,1.6736588521676694
Retinopathy__01,Binned,bins_64,130,1.5561357187894131
Retinopathy__01,Density,density_8,18,10.485083607773868
Retinopathy__01,Density,density_16,34,4.0475681009213424
Retinopathy__01,Density,density_32,66,3.4406086761349997
Retinopathy__01,Density,density_64,130,3.228878587879244
Retinopathy__01,Density,density_128,258,3.161074071192715
Retinopathy__01,Density,density_256,514,3.148843898882145
Retinopathy__02,Means,means,2,7.720212765957445
Retinopathy__02,Five-number,five_number,10,8.747540983606541
Retinopathy__02,Observations,raw,1151,0.0
Retinopathy__02,Binned,bins_4,10,6.2825801471639835
Retinopathy__02,Binned,bins_8,18,3.8098772313803053
Retinopathy__02,Binned,bins_16,34,2.6396456804065593
Retinopathy__02,Binned,bins_32,66,1.8090696505875066
Retinopathy__02,Binned,bins_64,130,1.7207730951081643
Retinopathy__02,Density,density_8,18,9.09266553445664
Retinopathy__02,Density,density_16,34,4.011769219956136
Retinopathy__02,Density,density_32,66,3.0178124939737287
Retinopathy__02,Density,density_64,130,2.7952341388555553
Retinopathy__02,Density,density_128,258,2.7303244124672297
Retinopathy__02,Density,density_256,514,2.713858875073825
Retinopathy__03,Means,means,2,6.353076316906101
Retinopathy__03,Five-number,five_number,10,3.849721706864564
Retinopathy__03,Observations,raw,1151,0.0
Retinopathy__03,Binned,bins_4,10,5.038108744771883
Retinopathy__03,Binned,bins_8,18,3.1174002640265783
Retinopathy__03,Binned,bins_16,34,2.1001781665046977
Retinopathy__03,Binned,bins_32,66,1.7473620129870184
Retinopathy__03,Binned,bins_64,130,1.475976374156204
Retinopathy__03,Density,density_8,18,6.6288150313077505
Retinopathy__03,Density,density_16,34,3.0422655775780925
Retinopathy__03,Density,density_32,66,2.520173762250643
Retinopathy__03,Density,density_64,130,2.4058275902177115
Retinopathy__03,Density,density_128,258,2.3701724317669175
Retinopathy__03,Density,density_256,514,2.365550348598134
Retinopathy__04,Means,means,2,4.684133478814331
Retinopathy__04,Five-number,five_number,10,3.4672131147541023
Retinopathy__04,Observations,raw,1151,0.0
Retinopathy__04,Binned,bins_4,10,4.467102993910444
Retinopathy__04,Binned,bins_8,18,2.779079731743664
Retinopathy__04,Binned,bins_16,34,1.5910022354694462
Retinopathy__04,Binned,bins_32,66,1.747317436661696
Retinopathy__04,Binned,bins_64,130,1.6592651046432607
Retinopathy__04,Density,density_8,18,6.528306452931808
Retinopathy__04,Density,density_16,34,3.2643235768766026
Retinopathy__04,Density,density_32,66,2.3855971375406497
Retinopathy__04,Density,density_64,130,2.2693556670663355
Retinopathy__04,Density,density_128,258,2.2554614430697555
Retinopathy__04,Density,density_256,514,2.2513365285809925
Retinopathy__05,Means,means,2,4.132518033581864
Retinopathy__05,Five-number,five_number,10,5.268852459016401
Retinopathy__05,Observations,raw,1151,0.0
Retinopathy__05,Binned,bins_4,10,4.7943776720174185
Retinopathy__05,Binned,bins_8,18,2.1568807339449556
Retinopathy__05,Binned,bins_16,34,1.9501020408163257
Retinopathy__05,Binned,bins_32,66,1.9588472751738024
Retinopathy__05,Binned,bins_64,130,1.419629346063772
Retinopathy__05,Density,density_8,18,4.987672864020695
Retinopathy__05,Density,density_16,34,2.4903180827849027
Retinopathy__05,Density,density_32,66,2.0328839049660132
Retinopathy__05,Density,density_64,130,1.9954364651769865
Retinopathy__05,Density,density_128,258,1.9758112702461617
Retinopathy__05,Density,density_256,514,1.9671341299835632
Retinopathy__06,Means,means,2,44.621784410914586
Retinopathy__06,Five-number,five_number,10,101.20050503606552
Retinopathy__06,Observations,raw,1151,0.0
Retinopathy__06,Binned,bins_4,10,30.155552916571338
Retinopathy__06,Binned,bins_8,18,8.006108366185344
Retinopathy__06,Binned,bins_16,34,6.2228827360872
Retinopathy__06,Binned,bins_32,66,6.5285446753643726
Retinopathy__06,Binned,bins_64,130,4.866744176794043
Retinopathy__06,Density,density_8,18,21.68550993243015
Retinopathy__06,Density,density_16,34,7.454921914866063
Retinopathy__06,Density,density_32,66,7.981016515674922
Retinopathy__06,Density,density_64,130,6.329392775104935
Retinopathy__06,Density,density_128,258,6.055719019993854
Retinopathy__06,Density,density_256,514,6.086648980546785
Retinopathy__07,Means,means,2,15.798349299226249
Retinopathy__07,Five-number,five_number,10,12.68561999628951
Retinopathy__07,Observations,raw,1151,0.0
Retinopathy__07,Binned,bins_4,10,11.187504437684467
Retinopathy__07,Binned,bins_8,18,8.984862662151563
Retinopathy__07,Binned,bins_16,34,7.495040866861373
Retinopathy__07,Binned,bins_32,66,4.011064395147756
Retinopathy__07,Binned,bins_64,130,4.215920730737544
Retinopathy__07,Density,density_8,18,10.946219692062918
Retinopathy__07,Density,density_16,34,6.848629716483792
Retinopathy__07,Density,density_32,66,5.7158676384046885
Retinopathy__07,Density,density_64,130,5.109142976100848
Retinopathy__07,Density,density_128,258,4.956790607575449
Retinopathy__07,Density,density_256,514,4.941423363645988
Retinopathy__08,Means,means,2,8.017589249551461
Retinopathy__08,Five-number,five_number,10,20.818450950000038
Retinopathy__08,Observations,raw,1151,0.0
Retinopathy__08,Binned,bins_4,10,3.9378642478972203
Retinopathy__08,Binned,bins_8,18,1.9610412639315378
Retinopathy__08,Binned,bins_16,34,0.9783699132661514
Retinopathy__08,Binned,bins_32,66,1.5105860174635914
Retinopathy__08,Binned,bins_64,130,0.943779633136959
Retinopathy__08,Density,density_8,18,3.0962227151470856
Retinopathy__08,Density,density_16,34,2.0836869554631825
Retinopathy__08,Density,density_32,66,1.364957555832362
Retinopathy__08,Density,density_64,130,1.1150458216654968
Retinopathy__08,Density,density_128,258,1.097240032685157
Retinopathy__08,Density,density_256,514,1.0964131686523544
Retinopathy__09,Means,means,2,2.498252609688052
Retinopathy__09,Five-number,five_number,10,18.251297855737697
Retinopathy__09,Observations,raw,1151,0.0
Retinopathy__09,Binned,bins_4,10,2.9643185264688823
Retinopathy__09,Binned,bins_8,18,2.770254032067978
Retinopathy__09,Binned,bins_16,34,1.04581666925254
Retinopathy__09,Binned,bins_32,66,0.6334241956651976
Retinopathy__09,Binned,bins_64,130,0.4726484827676325
Retinopathy__09,Density,density_8,18,2.9080246854386953
Retinopathy__09,Density,density_16,34,1.0237387470011168
Retinopathy__09,Density,density_32,66,0.7306521570120879
Retinopathy__09,Density,density_64,130,0.5920093052537094
Retinopathy__09,Density,density_128,258,0.6027924333603298
Retinopathy__09,Density,density_256,514,0.6266310887486345
Retinopathy__10,Means,means,2,2.596062257901488
Retinopathy__10,Five-number,five_number,10,32.62994584999999
Retinopathy__10,Observations,raw,1151,0.0
Retinopathy__10,Binned,bins_4,10,3.142056235559907
Retinopathy__10,Binned,bins_8,18,3.1194492583441162
Retinopathy__10,Binned,bins_16,34,2.3003089857158567
Retinopathy__10,Binned,bins_32,66,1.1762944326591722
Retinopathy__10,Binned,bins_64,130,0.5182849328787322
Retinopathy__10,Density,density_8,18,1.2135259882743177
Retinopathy__10,Density,density_16,34,2.958559041095415
Retinopathy__10,Density,density_32,66,0.8432195033299861
Retinopathy__10,Density,density_64,130,0.8079673964247307
Retinopathy__10,Density,density_128,258,0.9762932853362428
Retinopathy__10,Density,density_256,514,1.068612564184147
Retinopathy__11,Means,means,2,1.3028633403588532
Retinopathy__11,Five-number,five_number,10,13.244553499999999
Retinopathy__11,Observations,raw,1151,0.0
Retinopathy__11,Binned,bins_4,10,1.5521206476951832
Retinopathy__11,Binned,bins_8,18,1.5343370116935482
Retinopathy__11,Binned,bins_16,34,1.0377322178493755
Retinopathy__11,Binned,bins_32,66,0.5009289023218677
Retinopathy__11,Binned,bins_64,130,0.2591241689976407
Retinopathy__11,Density,density_8,18,1.3105914585319303
Retinopathy__11,Density,density_16,34,1.4766650425345813
Retinopathy__11,Density,density_32,66,0.36797105608437675
Retinopathy__11,Density,density_64,130,0.5808001278520509
Retinopathy__11,Density,density_128,258,0.5107671174444012
Retinopathy__11,Density,density_256,514,0.4913409440616166
Retinopathy__12,Means,means,2,0.7761635096653938
Retinopathy__12,Five-number,five_number,10,3.4382029475409843
Retinopathy__12,Observations,raw,1151,0.0
Retinopathy__12,Binned,bins_4,10,0.8833641105008417
Retinopathy__12,Binned,bins_8,18,0.6789103451331974
Retinopathy__12,Binned,bins_16,34,0.35060151902427106
Retinopathy__12,Binned,bins_32,66,0.2136848366500701
Retinopathy__12,Binned,bins_64,130,0.12396021086531445
Retinopathy__12,Density,density_8,18,0.6491647691869864
Retinopathy__12,Density,density_16,34,0.6759777773170905
Retinopathy__12,Density,density_32,66,0.4625369159584938
Retinopathy__12,Density,density_64,130,0.26860564197360254
Retinopathy__12,Density,density_128,258,0.20336722445861677
Retinopathy__12,Density,density_256,514,0.19410137437082703
Retinopathy__13,Means,means,2,0.29880760961993086
Retinopathy__13,Five-number,five_number,10,1.9602826999999996
Retinopathy__13,Observations,raw,1151,0.0
Retinopathy__13,Binned,bins_4,10,0.3489242629791667
Retinopathy__13,Binned,bins_8,18,0.3434375506669535
Retinopathy__13,Binned,bins_16,34,0.19932632254857335
Retinopathy__13,Binned,bins_32,66,0.0821203822615707
Retinopathy__13,Binned,bins_64,130,0.04797291232732534
Retinopathy__13,Density,density_8,18,0.2938855451696928
Retinopathy__13,Density,density_16,34,0.24918644874151055
Retinopathy__13,Density,density_32,66,0.19513506586537116
Retinopathy__13,Density,density_64,130,0.15057714505267433
Retinopathy__13,Density,density_128,258,0.1190013611884955
Retinopathy__13,Density,density_256,514,0.09204936237040626
Retinopathy__14,Means,means,2,0.00652002302429644
Retinopathy__14,Five-number,five_number,10,0.04011600000000004
Retinopathy__14,Observations,raw,1151,0.0
Retinopathy__14,Binned,bins_4,10,0.005500344751744435
Retinopathy__14,Binned,bins_8,18,0.005272982513661262
Retinopathy__14,Binned,bins_16,34,0.003279875924947051
Retinopathy__14,Binned,bins_32,66,0.002438478456439297
Retinopathy__14,Binned,bins_64,130,0.001746344571635472
Retinopathy__14,Density,density_8,18,0.006144804803129955
Retinopathy__14,Density,density_16,34,0.00502827230465297
Retinopathy__14,Density,density_32,66,0.004605375373033294
Retinopathy__14,Density,density_64,130,0.004393047121382887
Retinopathy__14,Density,density_128,258,0.004293362672558199
Retinopathy__14,Density,density_256,514,0.00426677194933045
Retinopathy__15,Means,means,2,0.0033459383909841545
Retinopathy__15,Five-number,five_number,10,0.0182686262295082
Retinopathy__15,Observations,raw,1151,0.0
Retinopathy__15,Binned,bins_4,10,0.0033050104697886634
Retinopathy__15,Binned,bins_8,18,0.0019973306163497684
Retinopathy__15,Binned,bins_16,34,0.0015760450102458995
Retinopathy__15,Binned,bins_32,66,0.0012772100811364873
Retinopathy__15,Binned,bins_64,130,0.0011302820472592345
Retinopathy__15,Density,density_8,18,0.003137083346547276
Retinopathy__15,Density,density_16,34,0.0018548301257551303
Retinopathy__15,Density,density_32,66,0.0014455302081864685
Retinopathy__15,Density,density_64,130,0.001326972180805172
Retinopathy__15,Density,density_128,258,0.001299480238882475
Retinopathy__15,Density,density_256,514,0.00129199956776474
HAR__00,Means,means,2,0.009648834666666661
HAR__00,Five-number,five_number,10,0.00455206586206891
HAR__00,Observations,raw,60,0.0
HAR__00,Binned,bins_4,10,0.005424954000000037
HAR__00,Binned,bins_8,18,0.002239419083333305
HAR__00,Binned,bins_16,34,0.005201509208333288
HAR__00,Binned,bins_32,66,0.005695190895833313
HAR__00,Binned,bins_64,130,0.006106592302083325
HAR__00,Density,density_8,18,0.006714940973745587
HAR__00,Density,density_16,34,0.0022574635425942624
HAR__00,Density,density_32,66,0.0032630909942379938
HAR__00,Density,density_64,130,0.0037351909363308455
HAR__00,Density,density_128,258,0.003881484664781776
HAR__00,Density,density_256,514,0.00392363460822398
HAR__01,Means,means,2,0.0018984744500000032
HAR__01,Five-number,five_number,10,0.0008069993793103428
HAR__01,Observations,raw,60,0.0
HAR__01,Binned,bins_4,10,0.0008819760291666687
HAR__01,Binned,bins_8,18,0.0005003806333333354
HAR__01,Binned,bins_16,34,0.0008483000958333341
HAR__01,Binned,bins_32,66,0.0008483000958333341
HAR__01,Binned,bins_64,130,0.000705201822395831
HAR__01,Density,density_8,18,0.001099845458562029
HAR__01,Density,density_16,34,0.0005663637223755971
HAR__01,Density,density_32,66,0.0007549019806100989
HAR__01,Density,density_64,130,0.0007850158393861474
HAR__01,Density,density_128,258,0.000784111436345155
HAR__01,Density,density_256,514,0.0007876797553561798
HAR__02,Means,means,2,0.006352167083333346
HAR__02,Five-number,five_number,10,0.004159526249999976
HAR__02,Observations,raw,60,0.0
HAR__02,Binned,bins_4,10,0.005080799758620691
HAR__02,Binned,bins_8,18,0.0016980939312500193
HAR__02,Binned,bins_16,34,0.002238589562500004
HAR__02,Binned,bins_32,66,0.0024943234583333362
HAR__02,Binned,bins_64,130,0.0031336581979166667
HAR__02,Density,density_8,18,0.0022472129655749795
HAR__02,Density,density_16,34,0.001633473325031859
HAR__02,Density,density_32,66,0.001753004742199804
HAR__02,Density,density_64,130,0.0017725946525329744
HAR__02,Density,density_128,258,0.001784586312770231
HAR__02,Density,density_256,514,0.001789729888156802
HAR__03,Means,means,2,0.21980884311833326
HAR__03,Five-number,five_number,10,0.0980822242499998
HAR__03,Observations,raw,60,0.0
HAR__03,Binned,bins_4,10,0.19976909887349137
HAR__03,Binned,bins_8,18,0.11064013326431021
HAR__03,Binned,bins_16,34,0.06685748349137921
HAR__03,Binned,bins_32,66,0.03199439672749993
HAR__03,Binned,bins_64,130,0.061881741255937595
HAR__03,Density,density_8,18,0.09515356433189359
HAR__03,Density,density_16,34,0.09146561812087017
HAR__03,Density,density_32,66,0.039821644880719376
HAR__03,Density,density_64,130,0.0455838993817167
HAR__03,Density,density_128,258,0.053218083646489056
HAR__03,Density,density_256,514,0.0524410100660514
HAR__04,Means,means,2,0.28769252306666604
HAR__04,Five-number,five_number,10,0.10583181718965551
HAR__04,Observations,raw,60,0.0
HAR__04,Binned,bins_4,10,0.23621511024999964
HAR__04,Binned,bins_8,18,0.15016817650000003
HAR__04,Binned,bins_16,34,0.05180803741666673
HAR__04,Binned,bins_32,66,0.13211850891666654
HAR__04,Binned,bins_64,130,0.15363024235416667
HAR__04,Density,density_8,18,0.12560878950935617
HAR__04,Density,density_16,34,0.11087282858803249
HAR__04,Density,density_32,66,0.045450472713897794
HAR__04,Density,density_64,130,0.07197454923345847
HAR__04,Density,density_128,258,0.07701894955583444
HAR__04,Density,density_256,514,0.07766834566534953
HAR__05,Means,means,2,0.3430435930333333
HAR__05,Five-number,five_number,10,0.07701961177586214
HAR__05,Observations,raw,60,0.0
HAR__05,Binned,bins_4,10,0.25111710455
HAR__05,Binned,bins_8,18,0.099603703175
HAR__05,Binned,bins_16,34,0.0629150273060346
HAR__05,Binned,bins_32,66,0.06719450916249992
HAR__05,Binned,bins_64,130,0.07799605914062491
HAR__05,Density,density_8,18,0.27669854260852134
HAR__05,Density,density_16,34,0.08278596566872543
HAR__05,Density,density_32,66,0.060513132028123695
HAR__05,Density,density_64,130,0.060424809596034246
HAR__05,Density,density_128,258,0.06356960284005164
HAR__05,Density,density_256,514,0.06640543462104165
HAR__06,Means,means,2,0.07441935224999996
HAR__06,Five-number,five_number,10,0.04847995568965524
HAR__06,Observations,raw,60,0.0
HAR__06,Binned,bins_4,10,0.030592970701970534
HAR__06,Binned,bins_8,18,0.028938541437500076
HAR__06,Binned,bins_16,34,0.028938541437500076
HAR__06,Binned,bins_32,66,0.03731104820833353
HAR__06,Binned,bins_64,130,0.038806138703125104
HAR__06,Density,density_8,18,0.024314394855938892
HAR__06,Density,density_16,34,0.019431327891964223
HAR__06,Density,density_32,66,0.02061472166225642
HAR__06,Density,density_64,130,0.02131190338496558
HAR__06,Density,density_128,258,0.021193688898768825
HAR__06,Density,density_256,514,0.02136290545615893
HAR__07,Means,means,2,0.08299106120333333
HAR__07,Five-number,five_number,10,0.01916242597586204
HAR__07,Observations,raw,60,0.0
HAR__07,Binned,bins_4,10,0.04004414724097366
HAR__07,Binned,bins_8,18,0.03510456762499997
HAR__07,Binned,bins_16,34,0.026819040724137932
HAR__07,Binned,bins_32,66,0.022388288291666614
HAR__07,Binned,bins_64,130,0.029281852291666743
HAR__07,Density,density_8,18,0.048176856151321945
HAR__07,Density,density_16,34,0.022201980115603093
HAR__07,Density,density_32,66,0.022175427356216137
HAR__07,Density,density_64,130,0.02206841032428375
HAR__07,Density,density_128,258,0.022144844520208262
HAR__07,Density,density_256,514,0.022168646959903393
HAR__08,Means,means,2,0.03964580389333333
HAR__08,Five-number,five_number,10,0.09113392679310339
HAR__08,Observations,raw,60,0.0
HAR__08,Binned,bins_4,10,0.04920201849494363
HAR__08,Binned,bins_8,18,0.03226678564655178
HAR__08,Binned,bins_16,34,0.02885989628124999
HAR__08,Binned,bins_32,66,0.022680751178879327
HAR__08,Binned,bins_64,130,0.022254673912500023
HAR__08,Density,density_8,18,0.04315583452529312
HAR__08,Density,density_16,34,0.0417023060038883
HAR__08,Density,density_32,66,0.03339436967546372
HAR__08,Density,density_64,130,0.03321034799131711
HAR__08,Density,density_128,258,0.033319749534851784
HAR__08,Density,density_256,514,0.033304026062054404
HAR__09,Means,means,2,0.0032787053333334093
HAR__09,Five-number,five_number,10,0.0027839165517240527
HAR__09,Observations,raw,60,0.0
HAR__09,Binned,bins_4,10,0.0025157559880205627
HAR__09,Binned,bins_8,18,0.000932424193965331
HAR__09,Binned,bins_16,34,0.0019712024166667064
HAR__09,Binned,bins_32,66,0.0019712024166667064
HAR__09,Binned,bins_64,130,0.0019712024166667064
HAR__09,Density,density_8,18,0.003870196930583658
HAR__09,Density,density_16,34,0.0013522341160374651
HAR__09,Density,density_32,66,0.0010840282106239219
HAR__09,Density,density_64,130,0.0011581054047006267
HAR__09,Density,density_128,258,0.0011558167376850559
HAR__09,Density,density_256,514,0.0011589757532527445
HAR__10,Means,means,2,0.0027709891666667374
HAR__10,Five-number,five_number,10,0.006353490249999871
HAR__10,Observations,raw,60,0.0
HAR__10,Binned,bins_4,10,0.0036624374545455307
HAR__10,Binned,bins_8,18,0.0016392319827586155
HAR__10,Binned,bins_16,34,0.0018086535000000348
HAR__10,Binned,bins_32,66,0.0018086535000000348
HAR__10,Binned,bins_64,130,0.0013230903750000023
HAR__10,Density,density_8,18,0.0034432113028469713
HAR__10,Density,density_16,34,0.0017548633291661897
HAR__10,Density,density_32,66,0.0015691237850543605
HAR__10,Density,density_64,130,0.0015569536358593927
HAR__10,Density,density_128,258,0.001546765986246701
HAR__10,Density,density_256,514,0.0015460465632080034
HAR__11,Means,means,2,0.004298354166666463
HAR__11,Five-number,five_number,10,0.009063932249999906
HAR__11,Observations,raw,60,0.0
HAR__11,Binned,bins_4,10,0.004177509019963721
HAR__11,Binned,bins_8,18,0.0023745387500000437
HAR__11,Binned,bins_16,34,0.0015906174076354418
HAR__11,Binned,bins_32,66,0.0020942153333333158
HAR__11,Binned,bins_64,130,0.0029536609583332707
HAR__11,Density,density_8,18,0.004340262829144348
HAR__11,Density,density_16,34,0.002879879910779315
HAR__11,Density,density_32,66,0.002506528750371273
HAR__11,Density,density_64,130,0.002408064614328964
HAR__11,Density,density_128,258,0.00240219593163582
HAR__11,Density,density_256,514,0.0024030817701944374
HAR__12,Means,means,2,0.036000064250000005
HAR__12,Five-number,five_number,10,0.021369708274999996
HAR__12,Observations,raw,60,0.0
HAR__12,Binned,bins_4,10,0.020686584288401255
HAR__12,Binned,bins_8,18,0.009354652637931046
HAR__12,Binned,bins_16,34,0.00507571340344827
HAR__12,Binned,bins_32,66,0.004519700687499989
HAR__12,Binned,bins_64,130,0.005208803144021723
HAR__12,Density,density_8,18,0.027554893498895193
HAR__12,Density,density_16,34,0.010530911161352033
HAR__12,Density,density_32,66,0.009560980052546353
HAR__12,Density,density_64,130,0.01318015341671161
HAR__12,Density,density_128,258,0.013927418004687928
HAR__12,Density,density_256,514,0.015165046633897603
HAR__13,Means,means,2,0.052966835374500004
HAR__13,Five-number,five_number,10,0.010458366699999992
HAR__13,Observations,raw,60,0.0
HAR__13,Binned,bins_4,10,0.01744055305172415
HAR__13,Binned,bins_8,18,0.00652794857974138
HAR__13,Binned,bins_16,34,0.00892088243491379
HAR__13,Binned,bins_32,66,0.008349512970625
HAR__13,Binned,bins_64,130,0.0100053310065625
HAR__13,Density,density_8,18,0.02563910645427764
HAR__13,Density,density_16,34,0.009406696178228834
HAR__13,Density,density_32,66,0.012248700411103399
HAR__13,Density,density_64,130,0.00893661776257533
HAR__13,Density,density_128,258,0.010719004212649257
HAR__13,Density,density_256,514,0.011109844835951073
HAR__14,Means,means,2,0.05364788997383332
HAR__14,Five-number,five_number,10,0.02288657118965519
HAR__14,Observations,raw,60,0.0
HAR__14,Binned,bins_4,10,0.025379557546249987
HAR__14,Binned,bins_8,18,0.011376347124375
HAR__14,Binned,bins_16,34,0.013447159345277786
HAR__14,Binned,bins_32,66,0.020813123758472225
HAR__14,Binned,bins_64,130,0.024279459952916672
HAR__14,Density,density_8,18,0.029995659692637372
HAR__14,Density,density_16,34,0.014570411207127206
HAR__14,Density,density_32,66,0.00937550688333123
HAR__14,Density,density_64,130,0.011196450338006349
HAR__14,Density,density_128,258,0.0130353312274636
HAR__14,Density,density_256,514,0.013726573747161748
HAR__15,Means,means,2,0.24492183583333316
HAR__15,Five-number,five_number,10,0.10240470862068973
HAR__15,Observations,raw,60,0.0
HAR__15,Binned,bins_4,10,0.21372226291666663
HAR__15,Binned,bins_8,18,0.10864097967241382
HAR__15,Binned,bins_16,34,0.05617251746767238
HAR__15,Binned,bins_32,66,0.028943650937500065
HAR__15,Binned,bins_64,130,0.04438143005352013
HAR__15,Density,density_8,18,0.19613387420570128
HAR__15,Density,density_16,34,0.07882758507813437
HAR__15,Density,density_32,66,0.04183741619011083
HAR__15,Density,density_64,130,0.057368330034122894
HAR__15,Density,density_128,258,0.05752132494709705
HAR__15,Density,density_256,514,0.06380457848262566
HAR__16,Means,means,2,0.266030300583333
HAR__16,Five-number,five_number,10,0.06358325840517243
HAR__16,Observations,raw,60,0.0
HAR__16,Binned,bins_4,10,0.2367147049642856
HAR__16,Binned,bins_8,18,0.11937424813423647
HAR__16,Binned,bins_16,34,0.05968261600431035
HAR__16,Binned,bins_32,66,0.06139799206249985
HAR__16,Binned,bins_64,130,0.08449342024999984
HAR__16,Density,density_8,18,0.22244952513430927
HAR__16,Density,density_16,34,0.07420700630304333
HAR__16,Density,density_32,66,0.06251904511941242
HAR__16,Density,density_64,130,0.06286588899547618
HAR__16,Density,density_128,258,0.05442383464503464
HAR__16,Density,density_256,514,0.05641749408503238
HAR__17,Means,means,2,0.30614978444999996
HAR__17,Five-number,five_number,10,0.12239982906896552
